Age,Gender,Income,Credit_Score,Credit_History_Length,Number_of_Existing_Loans,Loan_Amount,Loan_Tenure,Existing_Customer,State,City,LTV_Ratio,Employment_Profile,Profile_Score,Occupation
66,Male,131000,581,498,5,68624,103,No,Uttar Pradesh,Lucknow,95,Self-Employed,78,Business Owner
58,Female,153000,544,190,4,121487,46,No,Uttar Pradesh,Lucknow,95,Salaried,80,Teacher
27,Male,57000,581,431,5,147593,91,No,Uttar Pradesh,Lucknow,74.0633832289433,Salaried,91,Software Engineer
21,Female,16000,655,400,6,42356,176,Yes,Telangana,Hyderabad,85.4540647592425,Salaried,97,Civil Servant
44,Female,79000,794,446,8,150000,98,Yes,Kerala,Kochi,72.063560708374,Self-Employed,92,Contractor
67,Male,148000,567,64,4,129341,14,No,Rajasthan,Channarayapatna,70.6577355208991,Self-Employed,100,Shopkeeper
34,Female,87000,369,125,1,61743,114,No,Delhi,New Delhi,65.0859390142108,Salaried,72,Banker
52,Male,74000,591,132,5,139965,34,No,Rajasthan,Jaipur,93.1434920057389,Self-Employed,65,Business Owner
36,Male,59000,344,552,0,150000,95,No,Rajasthan,Jaipur,95,Self-Employed,16,Business Owner
62,Male,153000,768,203,8,75776,167,Yes,Rajasthan,Udaipur,56.941000210846,Self-Employed,92,Farmer
62,Female,157000,705,243,7,145361,258,Yes,Delhi,New Delhi,40,Salaried,93,Teacher
62,Male,71000,576,312,5,150000,20,No,Telangana,Hyderabad,85.700284400859,Salaried,96,Doctor
28,Male,76000,526,275,4,68433,88,No,Gujarat,Surat,84.2619608458428,Student,43,Student
19,Female,40000,453,558,2,103544,79,No,Maharashtra,Pune,88.4184499286479,Salaried,68,Doctor
50,Male,46000,300,72,0,150000,24,No,Delhi,New Delhi,93.19840308143,Salaried,8,Teacher
45,Male,49000,373,532,1,150000,32,No,Gujarat,Surat,70.8698460769949,Salaried,74,Software Engineer
44,Female,127000,457,298,2,86512,86,No,Karnataka,Mysuru,89.1272716860971,Freelancer,62,Independent Consultant
49,Female,105000,737,500,7,84314,345,Yes,Telangana,Dhulagori,44.644545721551,Salaried,92,Software Engineer
65,Female,143000,850,411,10,108043,275,Yes,Tamil Nadu,Coimbatore,40,Salaried,95,Doctor
46,Male,136000,627,265,5,150000,328,No,Tamil Nadu,Chennai,77.6538526338278,Freelancer,86,Independent Consultant
57,Male,70000,324,156,0,52123,26,No,Karnataka,Mysuru,60.6703239123912,Salaried,69,Teacher
19,Female,23000,300,333,0,115419,32,No,Delhi,Channarayapatna,51.3102398999179,Salaried,86,Software Engineer
50,Female,113000,685,374,7,150000,213,Yes,Gujarat,Surat,85.0007957968101,Salaried,86,Banker
51,Male,48000,495,258,3,48189,19,No,Delhi,New Delhi,79.5670670775793,Unemployed,52,NA
56,Male,119000,737,390,7,100811,309,Yes,Gujarat,Surat,40,Student,100,Student
23,Female,49000,432,465,2,150000,79,No,Telangana,Hyderabad,50.8160522415323,Unemployed,79,NA
65,Other,80000,709,283,7,55584,253,Yes,Tamil Nadu,Coimbatore,78.5900932003439,Freelancer,95,Writer
64,Male,49000,441,84,2,95699,15,No,Kerala,Thiruvananthapuram,56.7075730252455,Freelancer,60,Graphic Designer
43,Male,102000,695,285,7,138996,298,Yes,Telangana,Hyderabad,54.7476045338474,Salaried,99,Teacher
33,Male,68000,665,126,6,134318,179,Yes,Tamil Nadu,Coimbatore,71.5942110329384,Self-Employed,85,Contractor
59,Female,41000,660,543,6,47821,177,Yes,Kerala,Thiruvananthapuram,94.3948502436853,Freelancer,85,Graphic Designer
31,Male,76000,391,485,1,131559,42,No,Maharashtra,Nagpur,57.548663285011,Self-Employed,82,Shopkeeper
49,Female,145000,555,608,4,150000,16,No,Uttar Pradesh,Lucknow,86.0533752970393,Salaried,96,Doctor
19,Female,45000,739,108,7,85529,204,Yes,Maharashtra,Pune,80.1364253993117,Salaried,100,Teacher
44,Female,67000,452,346,2,82961,62,No,Karnataka,Bishanpura,93.4546268883903,Self-Employed,30,Business Owner
25,Female,62000,743,119,8,114100,312,Yes,Telangana,Hyderabad,71.623516448183,Salaried,100,Banker
59,Female,66000,300,440,0,93719,47,No,Uttar Pradesh,Lucknow,95,Self-Employed,12,Farmer
24,Female,32000,663,610,6,16771,294,Yes,Tamil Nadu,Chennai,74.9789046588312,Self-Employed,97,Contractor
24,Male,21000,341,394,0,100436,53,No,Rajasthan,Channarayapatna,66.4200627108623,Unemployed,37,NA
67,Female,67000,731,588,7,65393,155,Yes,Telangana,Hyderabad,40,Self-Employed,100,Contractor
62,Male,126000,451,92,2,150000,69,No,Tamil Nadu,Coimbatore,82.0669174799843,Salaried,74,Doctor
49,Female,95000,360,162,1,127360,108,No,Rajasthan,Channarayapatna,95,Self-Employed,33,Contractor
29,Male,57000,491,49,3,40526,67,No,Delhi,Bishanpura,61.610373580127,Unemployed,55,NA
54,Male,101000,373,515,1,150000,86,No,Maharashtra,Pune,95,Self-Employed,22,Farmer
51,Female,114000,850,290,10,142360,295,Yes,Delhi,New Delhi,56.2316022862056,Salaried,100,Software Engineer
42,Male,32000,338,369,0,78939,40,No,Delhi,New Delhi,53.2722666990671,Unemployed,52,NA
20,Female,57000,318,97,0,150000,106,No,Kerala,Thiruvananthapuram,70.3513263999234,Self-Employed,31,Business Owner
33,Male,61000,386,609,1,114145,73,No,Karnataka,Bishanpura,65.536143249493,Self-Employed,65,Contractor
61,Male,172000,503,468,3,150000,33,No,Karnataka,Bengaluru,95,Salaried,46,Banker
69,Male,35000,528,364,4,45793,28,No,Maharashtra,Nagpur,55.9489064278409,Salaried,100,Banker
42,Male,97000,515,567,3,67191,70,No,Tamil Nadu,Nellikuppam,84.5255531507567,Salaried,59,Banker
53,Male,107000,836,521,9,150000,168,Yes,Tamil Nadu,Coimbatore,76.2090457101264,Self-Employed,100,Contractor
19,Male,43000,698,85,7,150000,264,Yes,Delhi,New Delhi,69.9476852670564,Self-Employed,98,Farmer
22,Male,46000,300,171,0,150000,65,No,Telangana,Hyderabad,67.7789719688825,Self-Employed,50,Contractor
44,Female,84000,600,113,5,73300,65,No,Rajasthan,Jaipur,95,Salaried,68,Teacher
63,Female,64000,522,152,4,63181,28,No,Kerala,Nellikuppam,76.5137728570151,Salaried,82,Teacher
48,Female,81000,533,59,4,135949,90,No,Gujarat,Nellikuppam,63.9733139755343,Self-Employed,94,Farmer
53,Female,29000,329,187,0,61018,21,No,Delhi,Nellikuppam,82.6885423425766,Salaried,32,Software Engineer
50,Male,75000,692,515,7,67902,191,Yes,Maharashtra,Mumbai,80.0924994035684,Self-Employed,100,Business Owner
26,Male,49000,518,104,3,150000,104,No,Rajasthan,Udaipur,57.4670506987778,Unemployed,80,NA
52,Female,125000,767,139,8,101504,65,Yes,Uttar Pradesh,Lucknow,78.4632958460993,Self-Employed,100,Shopkeeper
68,Male,51000,473,394,3,81035,51,No,Uttar Pradesh,Kanpur,94.2848112754735,Salaried,47,Banker
51,Female,74000,557,261,4,93772,82,No,Karnataka,Mysuru,81.4263666045553,Salaried,98,Software Engineer
49,Male,132000,495,260,3,119685,32,No,Maharashtra,Mumbai,95,Self-Employed,43,Contractor
57,Female,59000,540,84,4,106341,56,No,West Bengal,Kolkata,95,Salaried,50,Doctor
50,Male,124000,506,538,3,55973,60,No,Uttar Pradesh,Kanpur,69.6864771586357,Salaried,100,Doctor
40,Female,83000,662,446,6,150000,265,Yes,Uttar Pradesh,Lucknow,68.0985801849122,Salaried,97,Teacher
50,Male,145000,850,524,10,58056,125,Yes,Gujarat,Surat,51.5276478729062,Salaried,92,Software Engineer
22,Female,25000,644,57,6,33123,263,No,Maharashtra,Mumbai,80.7809732533019,Unemployed,63,NA
46,Female,95000,754,564,8,78045,89,Yes,West Bengal,Kolkata,55.5914684217982,Salaried,91,Banker
28,Male,68000,648,204,6,150000,316,No,Rajasthan,Udaipur,73.0836432976374,Self-Employed,89,Shopkeeper
65,Male,70000,462,456,2,150000,49,No,Kerala,Kochi,85.4999472825703,Self-Employed,69,Shopkeeper
23,Female,60000,445,180,2,150000,101,No,Uttar Pradesh,Kanpur,84.2005500279976,Student,54,Student
69,Other,72000,635,469,6,122334,108,No,Kerala,Kochi,95,Freelancer,73,Photographer
33,Female,44000,559,94,4,150000,96,No,Uttar Pradesh,Lucknow,54.5994557078741,Self-Employed,94,Contractor
69,Male,191000,850,132,10,150000,210,Yes,Delhi,New Delhi,45.5335652308017,Freelancer,90,Writer
56,Female,72000,766,583,8,68278,336,Yes,Tamil Nadu,Chennai,80.0456277496017,Self-Employed,100,Shopkeeper
59,Female,96000,703,37,7,150000,81,Yes,Rajasthan,Udaipur,53.7439199791507,Self-Employed,100,Contractor
39,Female,103000,462,548,2,149243,82,No,Maharashtra,Bishanpura,52.711769655834,Salaried,94,Teacher
21,Female,38000,319,485,0,22433,101,No,Kerala,Channarayapatna,85.4326118837346,Self-Employed,31,Contractor
36,Other,25000,410,32,2,92784,26,No,Kerala,Kochi,77.8622404034955,Salaried,58,Teacher
19,Female,42000,700,295,7,101291,91,Yes,Delhi,New Delhi,84.5437196952166,Salaried,98,Teacher
68,Female,44000,651,175,6,70017,272,Yes,Tamil Nadu,Coimbatore,95,Unemployed,64,NA
30,Male,76000,438,566,2,139614,17,No,West Bengal,Kolkata,90.6129610799768,Salaried,51,Doctor
42,Male,73000,402,82,1,150000,43,No,Uttar Pradesh,Lucknow,90.6362475066598,Salaried,52,Teacher
68,Male,63000,574,170,4,75839,72,No,Telangana,Hyderabad,95,Unemployed,46,NA
40,Male,41000,658,470,6,115050,178,Yes,Uttar Pradesh,Lucknow,84.9505506246404,Salaried,100,Banker
62,Male,70000,652,36,6,62734,205,Yes,Maharashtra,Pune,73.9148414575135,Self-Employed,100,Business Owner
41,Female,97000,424,459,2,101947,117,No,Telangana,Hyderabad,95,Salaried,54,Banker
51,Female,68000,734,518,7,150000,344,Yes,Karnataka,Mysuru,77.1537607696022,Self-Employed,100,Contractor
22,Female,25000,473,185,3,21566,77,No,Uttar Pradesh,Kanpur,82.0241581195097,Salaried,65,Teacher
22,Male,32000,402,344,1,92106,105,No,West Bengal,Kolkata,95,Student,27,Student
18,Male,25000,605,226,5,60527,70,No,Kerala,Thiruvananthapuram,85.6963989353866,Salaried,89,Software Engineer
22,Female,33000,693,418,7,146220,176,Yes,West Bengal,Kolkata,58.9177097856116,Self-Employed,100,Shopkeeper
26,Male,26000,599,555,5,111110,23,No,Delhi,New Delhi,89.4469710682133,Student,62,Student
36,Male,106000,493,367,3,82874,65,No,Rajasthan,Udaipur,55.5717341235247,Salaried,100,Banker
36,Male,43000,604,332,5,24856,250,No,Telangana,Hyderabad,69.9629391469391,Self-Employed,92,Shopkeeper
28,Female,16000,622,376,5,78297,232,No,Karnataka,Mysuru,92.4695282384639,Self-Employed,79,Business Owner
65,Male,38000,602,29,5,52602,297,No,Karnataka,Bengaluru,88.9079447477782,Self-Employed,89,Farmer
62,Female,130000,850,501,10,97287,112,Yes,Maharashtra,Pune,70.0236854277627,Salaried,100,Banker
36,Male,103000,559,93,4,105951,36,No,Gujarat,Dhulagori,61.0926375035849,Salaried,95,Banker
45,Male,30000,746,461,8,67620,60,Yes,Maharashtra,Pune,74.6831148607518,Self-Employed,90,Farmer
53,Male,56000,703,112,7,67450,78,Yes,West Bengal,Kolkata,53.8218832306323,Self-Employed,100,Farmer
41,Female,84000,603,370,5,149263,352,No,Kerala,Thiruvananthapuram,63.7464423754855,Self-Employed,96,Business Owner
20,Female,34000,300,374,0,56851,115,No,Maharashtra,Mumbai,88.1769306154022,Salaried,45,Doctor
26,Female,54000,656,302,6,105517,231,Yes,Telangana,Hyderabad,93.072718032373,Salaried,81,Software Engineer
38,Male,70000,556,319,4,88448,95,No,Karnataka,Mysuru,57.9483955936242,Self-Employed,90,Shopkeeper
40,Male,30000,374,476,1,24411,62,No,Kerala,Kochi,95,Salaried,22,Civil Servant
42,Male,37000,539,295,4,110707,118,No,Telangana,Hyderabad,68.4853648586017,Self-Employed,77,Shopkeeper
24,Female,58000,791,99,8,150000,203,Yes,Gujarat,Surat,64.1014601898224,Freelancer,100,Writer
61,Female,130000,835,295,9,150000,154,Yes,Gujarat,Ahmedabad,44.9812784546176,Salaried,93,Doctor
42,Male,111000,634,547,6,119716,143,No,Kerala,Thiruvananthapuram,95,Salaried,77,Software Engineer
63,Female,77000,412,422,2,150000,111,No,West Bengal,Kolkata,55.1293295016173,Salaried,66,Teacher
25,Female,27000,680,76,6,97030,252,Yes,Rajasthan,Jaipur,90.7083131597244,Freelancer,86,Photographer
47,Male,103000,850,418,10,150000,235,Yes,Rajasthan,Udaipur,48.4325484925242,Self-Employed,97,Shopkeeper
56,Female,126000,662,483,6,147743,341,Yes,Gujarat,Surat,89.3803877515151,Student,65,Student
29,Male,84000,745,255,8,150000,253,Yes,West Bengal,Kolkata,50.4664906370405,Student,100,Student
55,Female,96000,343,90,0,150000,31,No,Gujarat,Ahmedabad,88.9024533919541,Salaried,48,Civil Servant
55,Male,128000,850,192,10,130734,112,Yes,Karnataka,Manjari,40.4215679650771,Self-Employed,95,Shopkeeper
58,Male,89000,746,297,8,150000,155,Yes,Delhi,New Delhi,47.3205335249433,Self-Employed,93,Shopkeeper
21,Female,17000,562,474,4,16216,19,No,Gujarat,Ahmedabad,63.4289465060717,Student,93,Student
53,Male,104000,746,401,8,150000,288,Yes,West Bengal,Kolkata,40,Salaried,100,Banker
66,Male,104000,507,580,3,69465,26,No,Delhi,New Delhi,73.5567188877155,Self-Employed,61,Contractor
39,Male,76000,783,321,8,81757,120,Yes,Karnataka,Mysuru,84.3990967440986,Self-Employed,96,Business Owner
61,Male,153000,521,593,4,125438,33,No,Karnataka,Bengaluru,95,Self-Employed,68,Farmer
45,Female,75000,370,235,1,109452,24,No,Telangana,Manjari,66.444858460705,Self-Employed,51,Shopkeeper
52,Female,43000,325,176,0,43650,83,No,Tamil Nadu,Chennai,89.0464337901359,Self-Employed,38,Farmer
56,Male,108000,776,78,8,101684,238,Yes,Delhi,New Delhi,42.0217457210647,Salaried,93,Software Engineer
60,Female,85000,372,409,1,150000,96,No,Karnataka,Mysuru,62.4411333278542,Student,45,Student
69,Male,196000,634,145,6,96329,162,No,Uttar Pradesh,Kanpur,73.0646586123891,Salaried,96,Software Engineer
34,Male,78000,659,264,6,88797,207,Yes,Gujarat,Ahmedabad,59.5170272571231,Salaried,100,Civil Servant
36,Female,56000,543,343,4,150000,37,No,Rajasthan,Udaipur,66.9593554416444,Salaried,81,Doctor
46,Female,98000,551,252,4,141969,117,No,Gujarat,Surat,85.5856681298412,Salaried,93,Civil Servant
62,Other,118000,789,105,8,118869,288,Yes,Uttar Pradesh,Kanpur,59.2315647070296,Salaried,93,Teacher
70,Female,91000,850,456,10,64485,245,Yes,Maharashtra,Pune,63.3990704754356,Salaried,100,Civil Servant
62,Male,148000,719,105,7,150000,137,Yes,Uttar Pradesh,Kanpur,47.2621178753635,Salaried,90,Software Engineer
60,Female,157000,525,508,4,73214,29,No,Telangana,Hyderabad,76.0098926616599,Salaried,99,Software Engineer
64,Male,138000,803,296,9,150000,193,Yes,Gujarat,Surat,85.9361406468743,Salaried,98,Teacher
38,Female,48000,653,27,6,150000,168,Yes,Kerala,Thiruvananthapuram,92.0182448380095,Salaried,73,Doctor
23,Female,61000,453,568,2,150000,44,No,Rajasthan,Jaipur,95,Salaried,44,Software Engineer
58,Male,130000,642,108,6,79900,106,No,West Bengal,Nellikuppam,58.5835109098011,Salaried,100,Software Engineer
37,Male,64000,497,504,3,87967,19,No,Karnataka,Bengaluru,95,Self-Employed,55,Farmer
44,Male,120000,722,471,7,150000,221,Yes,Delhi,New Delhi,59.6886372117386,Salaried,95,Software Engineer
22,Male,21000,578,463,5,45537,35,No,West Bengal,Nellikuppam,95,Salaried,82,Doctor
45,Male,37000,336,34,0,41375,89,No,Karnataka,Bengaluru,95,Self-Employed,39,Business Owner
69,Male,74000,656,185,6,150000,209,Yes,Karnataka,Mysuru,95,Salaried,92,Doctor
24,Other,49000,300,356,0,150000,41,No,Telangana,Hyderabad,53.0544580037533,Salaried,47,Software Engineer
55,Male,38000,454,303,2,141858,28,No,West Bengal,Kolkata,68.9253938050944,Unemployed,76,NA
49,Female,82000,742,314,8,150000,139,Yes,Telangana,Hyderabad,81.7141647523133,Salaried,100,Civil Servant
33,Female,59000,406,505,1,77955,70,No,Tamil Nadu,Chennai,66.3942855633537,Salaried,85,Civil Servant
23,Other,48000,615,261,5,92244,326,No,Rajasthan,Jaipur,55.6131072885129,Salaried,96,Teacher
58,Male,48000,645,482,6,75309,352,No,Uttar Pradesh,Lucknow,95,Self-Employed,72,Contractor
28,Male,15000,675,566,6,42862,189,Yes,Gujarat,Surat,85.6532007714847,Self-Employed,94,Farmer
60,Other,97000,681,282,6,121539,244,Yes,Tamil Nadu,Bishanpura,78.2893466480515,Self-Employed,100,Business Owner
55,Male,139000,850,336,10,150000,280,Yes,Karnataka,Bengaluru,55.6615212400165,Salaried,92,Banker
53,Female,66000,704,402,7,78327,232,Yes,Tamil Nadu,Chennai,48.2486083256988,Salaried,95,Civil Servant
26,Male,48000,300,349,0,127696,30,No,Uttar Pradesh,Lucknow,70.5275482947361,Unemployed,19,NA
34,Male,65000,587,448,5,150000,52,No,Maharashtra,Manjari,76.1135727452228,Salaried,83,Teacher
38,Female,96000,356,85,1,50089,19,No,Maharashtra,Mumbai,65.8962755166327,Salaried,45,Software Engineer
28,Male,15000,471,234,3,17266,93,No,Uttar Pradesh,Lucknow,95,Self-Employed,34,Contractor
45,Male,102000,628,59,5,60784,147,No,Uttar Pradesh,Lucknow,64.4144501893054,Salaried,100,Civil Servant
41,Female,71000,464,520,2,150000,92,No,Gujarat,Surat,62.5756516597293,Salaried,78,Doctor
19,Female,22000,529,312,4,109705,45,No,Rajasthan,Jaipur,90.1688725670657,Self-Employed,44,Farmer
30,Male,63000,533,355,4,150000,88,No,Gujarat,Surat,66.9593068916435,Self-Employed,82,Shopkeeper
19,Male,25000,428,411,2,121333,55,No,Uttar Pradesh,Lucknow,87.6952100756112,Self-Employed,54,Business Owner
32,Female,28000,409,598,1,59987,38,No,Telangana,Hyderabad,53.5709738667115,Salaried,89,Banker
33,Female,88000,435,283,2,98516,22,No,Karnataka,Mysuru,86.150227010798,Unemployed,50,NA
66,Female,80000,657,408,6,150000,305,Yes,Karnataka,Mysuru,66.386441408373,Salaried,93,Banker
53,Female,128000,738,511,7,88079,123,Yes,Delhi,New Delhi,49.833753554599,Self-Employed,90,Business Owner
58,Female,34000,679,246,6,64862,275,Yes,Gujarat,Nellikuppam,84.2551928912625,Unemployed,95,NA
38,Male,19000,515,241,3,31226,109,No,Maharashtra,Nagpur,68.8530597074108,Salaried,86,Teacher
25,Female,31000,526,169,4,63639,88,No,Karnataka,Manjari,76.1461507708965,Self-Employed,89,Farmer
27,Male,67000,489,33,3,78873,84,No,Rajasthan,Bishanpura,90.2502001246701,Self-Employed,37,Contractor
31,Female,58000,684,561,6,58902,208,Yes,Uttar Pradesh,Lucknow,56.2886423943447,Salaried,90,Software Engineer
38,Female,63000,687,132,7,150000,142,Yes,Maharashtra,Nagpur,93.6214973035558,Student,88,Student
43,Male,62000,557,546,4,49815,94,No,West Bengal,Kolkata,95,Self-Employed,71,Contractor
41,Male,115000,476,236,3,100487,14,No,Rajasthan,Jaipur,95,Salaried,45,Teacher
70,Female,181000,500,63,3,53449,44,No,Tamil Nadu,Channarayapatna,70.0364462775618,Self-Employed,76,Farmer
48,Other,63000,331,118,0,150000,94,No,Rajasthan,Jaipur,89.105527788511,Salaried,54,Doctor
69,Female,115000,616,268,5,150000,145,No,West Bengal,Kolkata,86.2668722723454,Salaried,100,Civil Servant
29,Female,48000,435,423,2,69916,60,No,Maharashtra,Mumbai,93.1685960797075,Self-Employed,23,Business Owner
37,Male,66000,458,109,2,70941,84,No,Kerala,Thiruvananthapuram,93.931995123177,Salaried,54,Software Engineer
36,Female,40000,429,479,2,134790,38,No,Gujarat,Ahmedabad,75.1208300832824,Salaried,51,Doctor
31,Male,40000,665,255,6,138692,326,Yes,Karnataka,Mysuru,95,Student,73,Student
44,Female,50000,523,528,4,150000,91,No,West Bengal,Bishanpura,68.1364312648663,Self-Employed,86,Contractor
53,Female,109000,563,216,4,119823,111,No,West Bengal,Kolkata,88.7463034170953,Self-Employed,69,Business Owner
51,Female,91000,701,453,7,110575,250,Yes,Kerala,Thiruvananthapuram,67.9601159303421,Salaried,94,Software Engineer
69,Female,64000,439,596,2,75674,65,No,Kerala,Thiruvananthapuram,88.1347243455352,Salaried,68,Civil Servant
44,Male,84000,300,265,0,55760,57,No,West Bengal,Kolkata,95,Salaried,10,Civil Servant
68,Male,106000,850,156,10,116755,82,Yes,Delhi,New Delhi,55.4333610878588,Salaried,97,Doctor
26,Female,18000,395,558,1,89850,22,No,Delhi,New Delhi,55.9698143755671,Freelancer,77,Writer
70,Male,45000,520,515,4,73054,56,No,Rajasthan,Udaipur,58.400880070619,Self-Employed,97,Contractor
23,Male,58000,300,336,0,123590,19,No,Delhi,New Delhi,95,Self-Employed,2,Shopkeeper
61,Male,142000,497,276,3,129362,17,No,Tamil Nadu,Dhulagori,89.8153436079308,Self-Employed,63,Farmer
32,Male,29000,707,216,7,84390,128,Yes,Karnataka,Mysuru,61.4060197569915,Salaried,93,Banker
60,Female,75000,513,111,3,105947,22,No,Gujarat,Dhulagori,50.9109238726348,Self-Employed,100,Business Owner
26,Male,53000,555,309,4,150000,64,No,Delhi,New Delhi,60.5908107946984,Freelancer,87,Graphic Designer
60,Other,42000,411,342,2,66174,96,No,Delhi,New Delhi,94.6468806224858,Unemployed,16,NA
48,Male,120000,668,438,6,100260,254,Yes,Kerala,Thiruvananthapuram,94.3281846779732,Salaried,99,Doctor
43,Female,117000,616,307,5,150000,334,No,Telangana,Hyderabad,52.796605970972,Salaried,99,Doctor
26,Male,44000,309,107,0,150000,75,No,Kerala,Kochi,70.824412736845,Salaried,43,Banker
30,Male,79000,419,89,2,150000,97,No,Karnataka,Bengaluru,72.2043943850725,Self-Employed,67,Contractor
54,Female,59000,300,476,0,59788,57,No,Karnataka,Bengaluru,73.2515948638459,Student,8,Student
23,Other,23000,734,398,7,92127,139,Yes,Uttar Pradesh,Lucknow,46.210407055557,Student,99,Student
29,Male,53000,374,16,1,150000,83,No,Delhi,New Delhi,95,Student,18,Student
39,Male,56000,623,386,5,103607,116,No,Uttar Pradesh,Kanpur,70.5694384992897,Self-Employed,78,Contractor
40,Other,47000,595,559,5,72941,86,No,Delhi,New Delhi,56.1328583994568,Salaried,100,Doctor
27,Female,42000,765,199,8,62593,216,Yes,Gujarat,Surat,62.9764673302139,Self-Employed,100,Business Owner
62,Female,152000,850,309,10,144978,154,Yes,Telangana,Hyderabad,45.3117642339845,Self-Employed,91,Business Owner
19,Female,31000,322,303,0,42099,28,No,Rajasthan,Udaipur,81.8326529322126,Freelancer,29,Graphic Designer
46,Other,60000,752,95,8,150000,125,Yes,Karnataka,Mysuru,52.2658631211864,Salaried,100,Banker
18,Male,23000,584,311,5,34327,27,No,Rajasthan,Manjari,95,Salaried,86,Banker
25,Female,54000,649,368,6,58062,343,No,Rajasthan,Jaipur,81.1314106407122,Salaried,93,Teacher
52,Female,96000,431,143,2,143878,71,No,Telangana,Hyderabad,81.2445516118703,Salaried,76,Teacher
